name,namings,Ibnhajar_rank,shuhra,laqab,nasab,selat_karaba,mazhab,kunia,death_year,tabaqa,zahabi_rank,living_city,birth_year,death_city,journey_city,id,narrated_from,narrated_to,id_in_full_list
أغلب بن تميم,"['أبي', 'أبيه', 'أغلب بن تميم', 'الأغلب بن تميم']",-,-,-,الكندي ، الشعوذي ، البصري ، المسعودي,-,-,أبو حفص,181 هـ : 190 هـ,-,-,-,-,-,-,1941,"[575, 903, 256, 1041, 879, 1014]","[289, 1077, 1693]",883
إسماعيل بن مسعود,"['أبو مسعود إسماعيل بن مسعود الجحدري', 'إسماعيل', 'إسماعيل بن مسعود', 'إسماعيل بن مسعود البصري', 'إسماعيل بن مسعود الجحدري', 'إسماعيل بن مسعود الجحدري البصري', 'إسماعيل هو ابن مسعود الجحدري', 'ابن مسعود الجحدري']",ثقة,-,-,الجحدري ، البصري,أخو : الصلت بن مسعود,-,أبو مسعود,248 هـ ، وفي « كتاب » الصريفيني : مات سنة 242 هـ,العاشرة,ثقة,-,-,-,-,1942,"[234, 766, 558, 433, 81, 21]","[228, 731, 392, 112, 1522, 1499, 428, 919, 583]",4083
أبو قتادة ، قال يحيى بن معين : اسمه تميم بن نذير ، وقال خليفة بن خياط : مذير بن قنفذ ، ويقال : تميم بن نذير ، وقال غيره : تميم بن الزبير,"['أبو قتادة', 'أبو قتادة العدوي', 'أبو قتادة يعني العدوي']",ثقة ، وقيل : إن له صحبة,-,-,العدوي ، البصري,-,-,أبو قتادة,81 هـ : 90 هـ ، أو 101 هـ : 110 هـ,الثانية ، وقيل : إن له صحبة,قيل : له صحبة,-,-,-,-,1943,"[23, 949, 2203]","[1275, 1530]",9390
جعفر بن زياد,"['جعفر الأحمر', 'جعفر بن زياد', 'جعفر بن زياد الأحمر', 'جعفر يعني الأحمر']",صدوق يتشيع,-,الأحمر,الكوفي ، الأحمر  ، الزيدي ، الشيعي,والد : علي بن جعفر ، وجد : الحسين بن علي بن جعفر ، وكان له ابن يقال له : علي ، ومولى : مزاحم بن زفر,كان من رؤساء الشيعة ، وكان زيديا,أبو عبد الله ، ويقال : أبو عبد الرحمن ، وأبو شيبة,165 هـ ، أو 175 هـ ، أو 167 هـ,السابعة,صدوق شيعي,-,-,-,-,1944,"[1123, 985, 703, 757, 501, 879, 423]","[1236, 466, 564, 1232, 543, 1207, 226]",6834
زياد بن عبد الله بن علاثة,"['ابن علاثة', 'زياد بن عبد الله بن علاثة', 'زياد بن عبد الله بن علاثة القاضي أبو سهل']",وثقه ابن معين,-,-,العقيلي ، الحراني ، القاضي,أخو : محمد وسليمان ، وخليفة أخيه محمد على القضاء,-,أبو سهل,بين 161 هـ إلى 170 هـ,الثامنة,ثقة,-,-,-,-,1945,[1241],"[950, 39]",7311
زينب بنت معاوية ، وقيل : بنت أبي معاوية ، وقيل بنت عبد الله بن معاوية بن عتاب بن الأسود بن غاضرة بن خطيط بن قسي ، وقيل اسمها رائطة ، أو : ريطة ،  وقيل : بنت عبد الله بن معاوية بن عتاب بن الأسعد بن غاضرة بن خطيط بن قسي,"['أم أبي عبيدة', 'أم أبي عبيدة أو أم عبيدة', 'أمه', 'أمي', 'رائطة أخت عبد الله الثقفية', 'رائطة امرأة عبد الله بن مسعود', 'رائطة بنت عبد الله', 'رائطة بنت عبد الله امرأة ابن مسعود', 'زينب', 'زينب الثقفية', 'زينب الثقفية امرأة ابن مسعود', 'زينب الثقفية امرأة عبد الله', 'زينب الثقفية امرأة عبد الله بن مسعود', 'زينب امرأة ابن مسعود', 'زينب امرأة عبد الله', 'زينب امرأة عبد الله الثقفية', 'زينب امرأة عبد الله بن مسعود']",صحابية,-,رائطة,الثقفية,امرأة عبد الله بن مسعود، وهى جدة محمد بن عمرو بن الحارث بن أبي ضرار ، وابنها أبو عبيدة بن عبد الله بن مسعود ، وابن أخيها ، أخيها عبد الله,-,-,-,صحابية,صحابية,الكوفة,-,-,-,1946,"[98, 61, 23]","[804, 174, 297, 1555, 1298, 1850, 1163, 614]",545
أبو عياش,"['أبو العياش', 'أبو عياش']",مقبول,-,-,المعافري ، المصري,-,-,أبو عياش,-,الثالثة,-,-,-,-,-,1947,"[324, 1257, 49, 425, 105]","[1117, 158]",12268
إبراهيم بن محمد بن عبد الله بن جحش بن رئاب,"['إبراهيم بن محمد', 'إبراهيم بن محمد بن عبد الله بن جحش']",صدوق,-,-,الأسدي ، المدني ، الحجازى,-,-,-,-,الخامسة,-,-,-,-,-,1948,[1949],[441],6184
محمد بن عبد الله بن جحش بن رئاب,"['أبيه', 'محمد', 'محمد بن جحش', 'محمد بن عبد الله بن جحش']",صحابي صغير,-,-,الأسدي ، المديني ، الأموي حليفهم,عمته زينب بنت جحش أم المؤمنين ،  وأمه فاطمة بنت أبي حبيش، ابن أخي أبي أحمد بن جحش وحمنة بنت جحش، ابنه إبراهيم بن محمد بن عبد الله بن جحش ، أبو كثير - هو مولاه ، حليف بني أمية,-,أبو عبدالله,-,صحابي صغير,-,المدينة,قبل الهجرة إلى المدينة بخمس سنين,-,-,1949,"[98, 1459]","[1948, 1940]",6185
خرشة بن الحر ، يقال : إنه ابن الحر بن قيس بن حصن بن حذيفة بن بدر,"['خرشة', 'خرشة المحاربي', 'خرشة بن الحر', 'خرشة بن الحر الفزاري']",قال أبو داود : له صحبة ، وقال العجلي : ثقة من كبار التابعين,-,-,الفزاري ، الكوفي ، المحاربي ، الجعفي,أخته سلامة بنت الحر الصحابية ، وكان يتيما في حجر عمر,-,-,74 هـ,الثانية,قال أبو داود : له ولأخته سلامة صحبة,-,-,-,-,1950,"[301, 24, 450, 29, 23]","[255, 1044, 43]",1102
عبد العزيز بن محمد بن إبراهيم بن الواثق بالله بن المعتصم بالله بن الرشيد بن المهدي بن المنصور بن محمد بن علي بن عبد الله بن العباس,['عبد العزيز بن الواثق'],-,-,-,الهاشمي ، العباسي,-,-,أبو محمد,353هـ,-,-,-,-,-,-,1951,[31],[128],3974
سلمى,"['أم رافع', 'أم سلمى', 'أمه', 'امرأة عبيد الله بن أبي رافع', 'جدته', 'سلمى', 'سلمى أم أبي رافع', 'سلمى أم بني أبي رافع', 'سلمى أم رافع', 'سلمى امرأة أبي رافع', 'سلمى خادم رسول الله', 'سلمى خادمة رسول الله', 'سلمى مولاة النبي', 'سلمى مولاة رسول الله صلى الله عليه وسلم']",-,-,-,-,مولاة النبي صلى الله عليه وسلم ، ويقال مولاة صفية بنت عبد المطلب ، زوج أبي رافع مولي النبي صلي الله عليه وسلم ،ابن ابنها عبيد الله بن علي بن رافع,-,أم رافع,-,-,صحابية,-,-,-,-,1952,[982],"[982, 175, 767]",290
عبد الله بن بندار بن إبراهيم,"['عبد الله بن بندار', 'عبد الله بن بندار الأصبهاني', 'عبد الله بن بندار الأصبهاني الباطرقاني', 'عبد الله بن بندار الضبي', 'عبد الله بن بندار بن إبراهيم الضبي']",-,-,-,الضبي ، الزاهد ، الباطرقاني ، الأصبهاني,-,-,-,294هـ,-,-,-,-,-,-,1953,[628],"[131, 118, 141]",750
عبد الله بن أبي محمد : الحسن بن محمد بن الحسن بن علي,"['أبو القاسم عبد الله بن الحسن بن محمد الخلال', 'أبو القاسم عبد الله بن الحسن بن محمد بن الحسن الخلال', 'عبد الله بن الحسن الخلال', 'عبد الله بن الحسن بن محمد الخلال', 'عبد الله بن الحسين الخلال']",-,-,-,البغدادي ، الخلال,-,-,أبو القاسم,470 هـ,-,-,-,385 هـ,-,-,1954,"[1307, 244]","[1960, 2190]",7382
سمعان,"['أبو يحيى', 'أبي', 'أبيه', 'جده']",لا بأس به,-,-,الأسلمي مولاهم ، المدني ، البصرى الخزاعى ،,جد : إبراهيم بن محمد بن أبي يحيى ، ابناه : أنيس ، ومحمد  ، مولى : عمر بن عبد فهر ، مولى : أسلم .,-,أبو يحيى,-,الثالثة,-,-,-,-,-,1955,"[478, 1956, 1257, 49, 97]","[1005, 1099]",16137
سعيد بن الحارث بن أبي سعيد بن المعلى ، ويقال : ابن أبي المعلى,"['ابن أبي الحارث', 'سعيد', 'سعيد بن الحارث', 'سعيد بن الحارث الأنصاري', 'سعيد بن الحارث الزرقي', 'سعيد بن الحارث بن المعلى', 'سعيد بن الحارث بن المعلى الأنصاري']",ثقة,-,-,الأنصاري ، المدني ، القاضي,أمه خالدة بنت عبيدة بن المعلى ، وأخو عمرو ، وأم عبد الرحمن ، وسهيل ، وأم حسن ، ويوسف ، وأيوب ، عبد الله ، وغيلان,-,-,بين 121هـ إلى 130 هـ,الثالثة,-,المدينة,-,-,-,1956,"[324, 1406, 478, 49, 66, 97]","[1955, 537]",3618
الأسود بن ثعلبة,"['الأسود', 'الأسود بن ثعلبة']",مجهول,-,-,الكندي ، الشامي,-,-,-,-,الثالثة,-,-,-,-,-,1957,"[98, 12, 449, 105]","[667, 404, 449]",7712
إبراهيم بن سعد بن أبي وقاص,"['إبراهيم بن سعد', 'إبراهيم بن سعد بن أبي وقاص', 'إبراهيم بن سعد بن مالك', 'خالي']",ثقة,-,-,الزهري ، المدني ، القرشي,خال سعد بن إبراهيم بن عبد الرحمن بن عوف,-,-,بعد 100 هـ,الثالثة,-,-,-,-,-,1958,"[235, 14]","[910, 1707, 85, 280]",2521
عباس بن جعفر بن عبد الله بن الزبرقان ، وهو : عباس بن أبي طالب بن أبي حسان,"['العباس', 'العباس بن أبي', 'العباس بن أبي طالب', 'العباس بن أبي طالب البغدادي', 'العباس بن جعفر', 'العباس بن جعفر البغدادي', 'العباس بن جعفر وهو ابن أبي طالب البغدادي', 'عباس بن أبي طالب']",صدوق,-,-,البغدادي ، الواسطي الأصل ، العباسي ، البزار,مولى آل العباس ، وإخوته : الفضل بن أبي طالب ، و يحيى بن أبي طالب,-,أبو محمد,258 هـ,الحادية عشرة,-,-,-,سامراء,بغداد,1959,"[1766, 510, 2199, 866, 1236, 466, 639, 886, 783, 1643, 505, 101]","[74, 731, 392, 411, 112]",3322
إسماعيل بن أحمد بن عمر بن أبي الأشعث,"['أبو القاسم إسماعيل بن أحمد السمرقندي', 'أبو القاسم إسماعيل بن أحمد بن السمرقندي', 'أبو القاسم إسماعيل بن أحمد بن عمر ابن السمرقندي', 'أبو القاسم إسماعيل بن أحمد بن عمر السمرقندي', 'أبو القاسم إسماعيل بن أحمد بن عمر بن السمرقندي الحافظ', 'أبو القاسم إسماعيل بن عمر السمرقندي', 'إسماعيل بن أحمد السمرقندي', 'إسماعيل بن أحمد بن عمر ابن السمرقندي', 'إسماعيل بن أحمد بن عمر السمرقندي', 'إسماعيل بن أحمد بن عمر بن السمرقندي', 'إسماعيل بن السمرقندي', 'ابن السمرقندي', 'الحافظ أبا القاسم إسماعيل بن أحمد بن عمر السمرقندي', 'الحافظ إسماعيل بن أحمد السمرقندي', 'الحافظ إسماعيل بن أحمد بن عمل السمرقندي']",-,-,الحافظ,الحافظ ، السمرقندي ، الدمشقي ، البغدادي,أخوه : أبو محمد عبد الله,-,أبو القاسم,536 هـ,-,-,بغداد,454 هـ,-,بغداد ، القدس,1960,"[1954, 1798, 1774]",[],7381
عمران بن بكار بن راشد,"['عمران', 'عمران بن بكار', 'عمران بن بكار البراد', 'عمران بن بكار البراد الحمصي', 'عمران بن بكار الحمصي', 'عمران بن بكار الكلاعي', 'عمران بن بكار بن راشد', 'عمران بن بكار بن راشد الحمصي', 'عمران بن بكار بن راشد حمصي']",ثقة,-,-,الكلاعي ، البراد ، الحمصي ، المؤذن ، البزاز,-,-,أبو موسى,271 هـ,من الحادية عشرة,ثقة,حمص,-,حمص,-,1961,"[1677, 1230]","[46, 228, 436, 1670, 1675, 202, 487]",3132
جعفر بن عياض,['جعفر بن عياض'],مقبول,-,-,المدني,-,-,-,-,الثالثة,-,-,-,-,-,1962,[49],[1457],17433
أحمد بن الهيثم بن حفص,"['أحمد بن الهيثم', 'أحمد بن الهيثم الثغري', 'أحمد بن الهيثم قاضي الثغر']",صدوق,-,-,الثغري ، القاضي,-,-,-,-,الثانية عشرة,-,طرسوس,-,-,-,1963,[1446],"[228, 392]",15436
يزيد ذو مصر,"['يزيد بن خالد المصري', 'يزيد ذو مصر']",مقبول .,-,ذو مصر,المقرائى ، الحمصي ، الشامي .,-,-,-,-,الثالثة .,وثق .,-,-,-,-,1964,[1226],[1835],1451
